lat,lon,alt,is_broken,is_active,dot,state,city,street,country,last_checked
-71.069961,41.953565,0,True,True,broken,MA,Raynham,947 Broadway,USA,Checked 156 minutes ago
-76.811088,39.375055,0,True,True,broken,MD,Randallstown,9500 Liberty Rd,USA,Checked 156 minutes ago
-76.727596,39.272648,0,True,True,broken,MD,Catonsville,501 Frederick Rd,USA,Checked 156 minutes ago
-76.978686,39.568075,0,True,True,broken,MD,Westminster,520 Baltimore Blvd,USA,Checked 156 minutes ago
-71.200516,42.158463,0,True,True,broken,MA,Norwood,1600 Providence Hwy,USA,Checked 156 minutes ago
-76.504959,39.029326,0,True,True,broken,MD,Arnold,1464 Ritchie Hwy,USA,Checked 156 minutes ago
-76.668343,39.179615,0,True,True,broken,MD,Linthicum,Bwi Airport,USA,Checked 156 minutes ago
-76.820668,42.156142,0,True,True,broken,NY,Horseheads,2152 Grand Central Avenue,USA,Checked 156 minutes ago
-76.486914,42.484849,0,True,True,broken,NY,Ithaca,2350 N Triphammer,USA,Checked 157 minutes ago
-76.634082,39.117822,0,True,True,broken,MD,Millersville,680 Old Mill Rd,USA,Checked 156 minutes ago
-71.571747,42.553761,0,True,True,broken,MA,Ayer,2 Sandy Pond Rd,USA,Checked 157 minutes ago
-76.686749,39.137342,0,True,True,broken,MD,Severn,810 Reece Road,USA,Checked 157 minutes ago
-76.932826,39.399656,0,True,True,broken,MD,Eldersburg,1722 Liberty Rd,USA,Checked 157 minutes ago
-71.046982,42.069969,0,True,True,broken,MA,Brockton,715 Belmont St,USA,Checked 157 minutes ago
-76.54922,38.987674,0,True,True,broken,MD,Annapolis,2130 Generals Hwy,USA,Checked 157 minutes ago
-77.235913,39.818002,0,True,True,broken,PA,Gettysburg,517 Steinwehr Ave,USA,Checked 157 minutes ago
-71.409515,42.476017,0,True,True,broken,MA,Acton,55 Great Road,USA,Checked 157 minutes ago
-76.783607,39.168282,0,True,True,broken,MD,Jessup,7878 Pocomoke Ave,USA,Checked 157 minutes ago
-71.024803,42.107845,0,True,True,broken,MA,Brockton,908 N Montello St,USA,Checked 157 minutes ago
-77.296578,41.750745,0,True,True,broken,PA,Wellsboro,12 Charleston St,USA,Checked 158 minutes ago
-75.611929,38.330283,0,True,True,broken,MD,Salisbury,407 N Fruitland Blvd,USA,Checked 158 minutes ago
-71.029312,42.276619,0,True,True,broken,MA,Quincy,275 Hancock St,USA,Checked 158 minutes ago
-71.360703,42.626106,0,True,True,broken,MA,Chelmsford,17 Drum Hill Rd,USA,Checked 158 minutes ago
-73.758547,43.487964,0,True,True,broken,NY,Warrensburg,3632 Main Street,USA,Checked 158 minutes ago
-70.661379,41.93621,0,True,True,broken,MA,Plymouth,5 Long Pond Rd,USA,Checked 158 minutes ago
-76.795346,38.900029,0,True,True,broken,MD,Mitchellville,12168 Central Ave,USA,Checked 158 minutes ago
-70.541679,41.781918,0,True,True,broken,MA,Sagamore Beach,15 Meetinghouse Ln,USA,Checked 158 minutes ago
-71.227608,42.642445,0,True,True,broken,MA,Tewksbury,1915 Andover St,USA,Checked 158 minutes ago
-76.990441,39.038656,0,True,True,broken,MD,Silver Spring,11146 New Hampshire Ave  Unit #1202282,USA,Checked 158 minutes ago
-76.939496,38.964256,0,True,True,broken,MD,Riverdale,6228 Baltimore Blvd,USA,Checked 158 minutes ago
-77.766788,40.957659,0,True,True,broken,PA,Milesburg,802 N Eagle Valley Rd,USA,Checked 158 minutes ago
-76.850793,38.866501,0,True,True,broken,MD,Capitol Heights,1701 Ritchie Station Ct,USA,Checked 159 minutes ago
-77.16463,39.156299,0,True,True,broken,MD,Gaithersburg,18273 Flower Hill Way,USA,Checked 159 minutes ago
-77.030197,38.995117,0,True,True,broken,MD,Silver Spring,8407 Colesville Rd,USA,Checked 159 minutes ago
-76.993283,38.949527,0,True,True,broken,DC,Washington,4950 S Dakota Ne,USA,Checked 159 minutes ago
-77.420987,39.43102,0,True,True,broken,MD,Frederick,1399 W 7th St,USA,Checked 160 minutes ago
-77.022295,38.920612,0,True,True,broken,DC,Washington,2328 Georgia Ave Nw,USA,Checked 159 minutes ago
-70.941516,42.547976,0,True,True,broken,MA,Danvers,180 Endicott St,USA,Checked 159 minutes ago
-77.021605,38.898587,0,True,True,broken,DC,Washington,601 F St Nw,USA,Checked 159 minutes ago
-71.15107,42.743771,0,True,True,broken,MA,Methuen,110 Pleasant Valley St,USA,Checked 159 minutes ago
-77.070306,38.894432,0,True,True,broken,VA,Arlington,2026 Concessions Pentagon,USA,Checked 160 minutes ago
-75.353748,37.92346,0,True,True,broken,VA,Chincoteague,7039 Maddox Blvd,USA,Checked 160 minutes ago
-70.203476,41.660179,0,True,True,broken,MA,South Yarmouth,1060 Rt 28,USA,Checked 160 minutes ago
-77.112022,38.843455,0,True,True,broken,VA,Alexandria,4803 Leesburg Pike,USA,Checked 160 minutes ago
-77.12495,38.84798,0,True,True,broken,VA,Falls Church,5603 Leesburg Pike,USA,Checked 160 minutes ago
-76.837294,42.903988,0,True,True,broken,NY,Waterloo,2500 Mound Rd,USA,Checked 160 minutes ago
-77.207788,38.832968,0,True,True,broken,VA,Annandale,7600 Little River Turnpike,USA,Checked 161 minutes ago
-76.465824,38.260123,0,True,True,broken,MD,Great Mills,21600 Great Mills Road,USA,Checked 161 minutes ago
-77.185341,38.800812,0,True,True,broken,VA,Springfield,5506 Backlick Rd,USA,Checked 161 minutes ago
-77.275367,38.86375,0,True,True,broken,VA,Fairfax,3195 Old Lee Hwy,USA,Checked 161 minutes ago
-71.163277,43.035366,0,True,True,broken,NH,Raymond,10 Freetown Road,USA,Checked 161 minutes ago
-77.927545,39.655655,0,True,True,broken,MD,Clear Spring,12820 Clear Spring Rd,USA,Checked 161 minutes ago
-77.396025,38.879825,0,True,True,broken,VA,Fairfax,13003 Lee Jackson Memorial Highway,USA,Checked 161 minutes ago
-77.505643,38.77768,0,True,True,broken,VA,Manassas,8203 Sudley Rd,USA,Checked 161 minutes ago
-76.527198,43.453514,0,True,True,broken,NY,Oswego,230 W Bridge St,USA,Checked 161 minutes ago
-77.316754,38.576155,0,True,True,broken,VA,Dumfries,17340 Dumfries Road,USA,Checked 161 minutes ago
-78.238403,39.606519,0,True,True,broken,WV,Berkeley Springs,28 Morgan Square,USA,Checked 161 minutes ago
-77.414163,38.471899,0,True,True,broken,VA,Stafford,190 Garrisonville Rd,USA,Checked 162 minutes ago
-78.120056,39.167387,0,True,True,broken,VA,Winchester,222 Grocery Ave,USA,Checked 162 minutes ago
-73.246979,44.201347,0,True,True,broken,VT,Ferrisburgh,2822 Route 7,USA,Checked 162 minutes ago
-73.995278,44.293824,0,True,True,broken,NY,Lake Placid,2174 Saranac Ave,USA,Checked 162 minutes ago
-77.479876,38.305161,0,True,True,broken,VA,Fredericksburg,1212 Jefferson Davis Hwy,USA,Checked 162 minutes ago
-70.58598,43.303281,0,True,True,broken,ME,Wells,992 Post Rd,USA,Checked 162 minutes ago
-77.566157,38.290698,0,True,True,broken,VA,Fredericksburg,5642 Plank Rd,USA,Checked 163 minutes ago
-78.195346,38.959193,0,True,True,broken,VA,Front Royal,9846 Winche Ster Road,USA,Checked 163 minutes ago
-77.730052,38.326541,0,True,True,broken,VA,Locust Grove,5480 Germanna Hwy,USA,Checked 163 minutes ago
-77.992475,38.480995,0,True,True,broken,VA,Culpeper,110 James Madison Highway,USA,Checked 163 minutes ago
-73.18096,44.50336,0,True,True,broken,VT,Colchester,44 S Park Dr,USA,Checked 163 minutes ago
-76.527224,37.393742,0,True,True,broken,VA,Gloucester,7099 George Washington Memorial Blvd,USA,Checked 163 minutes ago
-76.820827,37.416444,0,True,True,broken,VA,Toano,9193 Barhamsville Rd,USA,Checked 163 minutes ago
-73.123412,44.622631,0,True,True,broken,VT,Milton,5 Haydenberry Dr,USA,Checked 163 minutes ago
-79.229589,40.443126,0,True,True,broken,PA,Blairsville,10 Resort Plz,USA,Checked 163 minutes ago
-70.333338,43.637065,0,True,True,broken,ME,South Portland,419 Gorham Rd,USA,Checked 163 minutes ago
-78.490299,38.6616,0,True,True,broken,VA,Luray,1020 Us Highway 211w,USA,Checked 163 minutes ago
-76.764165,37.252373,0,True,True,broken,VA,Williamsburg,4521 John Tyler Hwy,USA,Checked 164 minutes ago
-76.555221,37.156266,0,True,True,broken,VA,Newport News,15480 Warwick Blvd,USA,Checked 164 minutes ago
-77.423036,37.58529,0,True,True,broken,VA,Richmond,607 E Laburnum Ave,USA,Checked 164 minutes ago
-70.232074,43.720849,0,True,True,broken,ME,Falmouth,227 Us Hwy 1,USA,Checked 164 minutes ago
-79.389437,40.284666,0,True,True,broken,PA,Latrobe,110 Mount Laurel Plz,USA,Checked 164 minutes ago
-76.363732,37.025536,0,True,True,broken,VA,Hampton,1101 W Queen St,USA,Checked 164 minutes ago
-77.501499,37.588731,0,True,True,broken,VA,Richmond,5520 W Broad St,USA,Checked 164 minutes ago
-76.425176,37.02843,0,True,True,broken,VA,Hampton,4045 W Mercury Blvd,USA,Checked 164 minutes ago
-77.424779,37.535583,0,True,True,broken,VA,Richmond,1800 E Broad St,USA,Checked 164 minutes ago
-78.674443,38.648006,0,True,True,broken,VA,New Market,171 W Old Crossroad,USA,Checked 164 minutes ago
-76.252378,36.953535,0,True,True,broken,VA,Norfolk,9635 Duffys Ln,USA,Checked 164 minutes ago
-76.444182,37.020477,0,True,True,broken,VA,Newport News,6100 Jefferson Ave,USA,Checked 164 minutes ago
-78.804607,42.830988,0,True,True,broken,NY,Lackawanna,1234 Abbott Rd,USA,Checked 164 minutes ago
-78.730592,42.931286,0,True,True,broken,NY,Cheektowaga,4217 Genesee St,USA,Checked 164 minutes ago
-78.696239,42.98334,0,True,True,broken,NY,Williamsville,4987 Transit Rd,USA,Checked 164 minutes ago
-79.241826,42.119166,0,True,True,broken,NY,Jamestown,2803 North Main Extension,USA,Checked 164 minutes ago
-76.022313,36.848827,0,True,True,broken,VA,Virginia Beach,601 First Colonial Rd,USA,Checked 164 minutes ago
-76.252116,36.925784,0,True,True,broken,VA,Norfolk,8402 Tidewater Dr,USA,Checked 164 minutes ago
-76.269205,36.915178,0,True,True,broken,VA,Norfolk,211 E Little Creek Rd,USA,Checked 165 minutes ago
-78.989041,42.635789,0,True,True,broken,NY,Angola,I-90 / Mile Marker 447,USA,Checked 164 minutes ago
-76.317208,36.92867,0,True,True,broken,VA,Norfolk,8300 Hampton Blvd,USA,Checked 165 minutes ago
-78.817025,42.958825,0,True,True,broken,NY,Amherst,3540 Main St,USA,Checked 164 minutes ago
-77.568105,37.498345,0,True,True,broken,VA,Richmond,9210 Midlothian Pike,USA,Checked 165 minutes ago
-77.425629,37.401632,0,True,True,broken,VA,Richmond,2300 Willis Rd,USA,Checked 165 minutes ago
-77.603069,37.505549,0,True,True,broken,VA,Richmond,11125 Midlothian Tpke,USA,Checked 165 minutes ago
-78.215496,37.973692,0,True,True,broken,VA,Gordonsville,11445 James Madison Hwy,USA,Checked 164 minutes ago
-76.222769,36.820205,0,True,True,broken,VA,Virginia Beach,6680 Indian River Rd,USA,Checked 164 minutes ago
-76.177975,36.798382,0,True,True,broken,VA,Virginia Beach,5349 Indian River Rd,USA,Checked 165 minutes ago
-76.307618,36.836368,0,True,True,broken,VA,Portsmouth,801 London Blvd,USA,Checked 165 minutes ago
-77.635719,37.420887,0,True,True,broken,VA,Midlothian,13011 Hull St,USA,Checked 165 minutes ago
-76.339221,36.771987,0,True,True,broken,VA,Chesapeake,3350 S Military Hwy,USA,Checked 165 minutes ago
-78.96937,43.090173,0,True,True,broken,NY,Niagara Falls,8320 Niagara Falls Blvd,USA,Checked 165 minutes ago
-78.869686,38.418977,0,True,True,broken,VA,Harrisonburg,1091 Port Republic Rd,USA,Checked 165 minutes ago
-79.788099,40.477237,0,True,True,broken,PA,Penn Hills,7277 Saltsburg Rd,USA,Checked 165 minutes ago
-78.894202,38.420445,0,True,True,broken,VA,Harrisonburg,2387 S Main St,USA,Checked 165 minutes ago
-76.231613,36.655283,0,True,True,broken,VA,Chesapeake,209 Hillcrest Parkway,USA,Checked 165 minutes ago
-79.75294,39.902759,0,True,True,broken,PA,Uniontown,1 Work Pkwy,USA,Checked 165 minutes ago
-79.863302,40.384225,0,True,True,broken,PA,Duquesne,101 Hoffman Blvd,USA,Checked 165 minutes ago
-79.888658,40.444645,0,True,True,broken,PA,Wilkinsburg,430 Penn Ave,USA,Checked 165 minutes ago
-78.968979,38.3876,0,True,True,broken,VA,Bridgewater,516 N Main,USA,Checked 165 minutes ago
-79.861664,40.134136,0,True,True,broken,PA,Belle Vernon,3 Fayette St,USA,Checked 165 minutes ago
-79.945316,40.347947,0,True,True,broken,PA,West Mifflin,2090 Lebanon Church Rd,USA,Checked 165 minutes ago
-80.019001,40.450829,0,True,True,broken,PA,Pittsburgh,801 Allegheny Ave,USA,Checked 166 minutes ago
-79.001997,38.195224,0,True,True,broken,VA,Verona,252 Laurel Hill Rd,USA,Checked 166 minutes ago
-80.089403,41.157927,0,True,True,broken,PA,Grove City,200 W Main St,USA,Checked 166 minutes ago
-80.155585,40.448301,0,True,True,broken,PA,Crafton,6380 Stuebenville Pike,USA,Checked 166 minutes ago
-80.246324,40.496115,0,True,True,broken,PA,Pittsburgh,Pittsburgh Intl Air-Main Terminal,USA,Checked 167 minutes ago
-80.319984,40.689194,0,True,True,broken,PA,Beaver,190 State St,USA,Checked 167 minutes ago
-75.719853,36.09852,0,True,True,broken,NC,Kitty Hawk,5336 N Croatan Hwy,USA,Checked 167 minutes ago
-80.472021,41.23288,0,True,True,broken,PA,Hermitage Twp,2066 E State St,USA,Checked 167 minutes ago
-77.5606,36.605554,0,True,True,broken,VA,Skippers,770 Moore Ferry Road,USA,Checked 167 minutes ago
-80.310428,39.376901,0,True,True,broken,WV,Shinnston,Route 19,USA,Checked 167 minutes ago
-80.651647,41.109114,0,True,True,broken,OH,Youngstown,570 5th Ave,USA,Checked 167 minutes ago
